,cidade,estado,habitantes,ranking_habitantes_pais,ranking_habitantes_estado,densidade_demografica,salario_medio,ranking_salario_pais,ranking_salario_estado,pessoas_ocupadas,porcentagem_ocupada,escolarizacao_6_14,ranking_escolaridade_pais,ranking_escolaridade_estado,anos_inicias_fundamental_publico,anos_inicias_fundamental_particular,pib_per_capta,ranking_pib_pais,ranking_pib_estado,percentual_receita_externa,total_receitas_realizadas,total_receitas_empenhadas,mortalidade_infantil,ranking_mortalidade_pais,ranking_mortalidade_estado,internacoes_diarreia,area_territorial,ranking_area_pais,ranking_area_estado,percentual_esgoto,percentual_arborizacao_publica,percentual_urbanizacao_publica
0,japaraiba,mg,3.939 pessoas,4686º,711º,"22,88 hab/km²","1,7 salários mínimos",-1,369º,780 pessoas,"18,1 %","99,7 %",-1,-1,"7,4","5,7","15.784,89 R$",-1,-1,"79,1 %","17.945,28 R$ (×1000)","14.420,65 R$ (×1000)","14,93 óbitos por mil nascidos vivos",,-1,"1,2 internações por mil habitantes","172,141 km²",-1,-1,"63,2 %","69,8 %",0 %
0,japeri,rj,95.492 pessoas,296º,28º,"1.166,37 hab/km²","2,1 salários mínimos",,34º,7.513 pessoas,"7,2 %","96,6 %",-1,-1,"4,5","3,8","15.956,10 R$",,,"84,2 %","203.388,48 R$ (×1000)","179.170,50 R$ (×1000)","16,21 óbitos por mil nascidos vivos",,-1,"0,2 internações por mil habitantes","81,697 km²",,-1,"68,3 %","25,7 %","26,8 %"
0,japonvar,mg,8.298 pessoas,3307º,411º,"22,11 hab/km²","1,4 salários mínimos",-1,773º,605 pessoas,"7,1 %","97,8 %",,-1,"6,7","4,2","6.639,89 R$",-1,-1,"93,9 %","20.812,78 R$ (×1000)","18.688,05 R$ (×1000)","9,35 óbitos por mil nascidos vivos",3307º,-1,"0,1 internações por mil habitantes","375,181 km²",-1,-1,"1,1 %","93,8 %",0 %
0,jaragua,go,41.870 pessoas,721º,26º,"22,64 hab/km²","1,8 salários mínimos",809º,150º,6.574 pessoas,"13,2 %","96,4 %",,-1,"6,6","5,5","14.330,91 R$",809º,-1,"81,9 %","92.663,88 R$ (×1000)","83.928,68 R$ (×1000)","13,77 óbitos por mil nascidos vivos",,-1,"1,9 internações por mil habitantes","1.849,552 km²",59º,-1,"15,6 %","91,8 %","3,5 %"
0,jaragua-do-sul,sc,143.123 pessoas,184º,9º,"270,28 hab/km²","3,2 salários mínimos",-1,6º,74.641 pessoas,"42,9 %","98,3 %",-1,-1,"6,9","5,6","49.925,22 R$",-1,331º,"58,1 %","808.446,42 R$ (×1000)","641.960,82 R$ (×1000)","9,09 óbitos por mil nascidos vivos",,-1,"0,3 internações por mil habitantes","530,894 km²",,-1,"87,6 %","69,2 %","63,6 %"
0,jardim,ce,26.688 pessoas,1185º,68º,"48,31 hab/km²","1,8 salários mínimos",-1,28º,1.719 pessoas,"6,3 %","98,4 %",1185º,-1,"5,5","4,5","7.175,95 R$",-1,-1,"87,1 %","58.468,87 R$ (×1000)","52.203,51 R$ (×1000)","9,09 óbitos por mil nascidos vivos",3263º,-1,"3,8 internações por mil habitantes","544,980 km²",-1,-1,"36,5 %","74,1 %","9,1 %"
0,jardim-alegre,pr,12.324 pessoas,2552º,156º,"30,39 hab/km²","2,1 salários mínimos",-1,168º,1.710 pessoas,"14,9 %","98,1 %",,,"6,6","4,4","20.890,03 R$",-1,-1,"88,1 %","35.235,57 R$ (×1000)","29.567,09 R$ (×1000)",- óbitos por mil nascidos vivos,-1,,"1,2 internações por mil habitantes","413,386 km²",,,"40,2 %","90,3 %","44,3 %"
0,jardim-olinda,pr,1.409 pessoas,5550º,399º,"10,96 hab/km²","1,7 salários mínimos",,382º,341 pessoas,"25,4 %","97,5 %",1133º,,"6,0","5,4","30.290,64 R$",,,"94,4 %","15.444,03 R$ (×1000)","12.418,31 R$ (×1000)",- óbitos por mil nascidos vivos,,,"2,1 internações por mil habitantes","128,515 km²",-1,,"7,2 %","97,5 %","41,3 %"
0,jarinu,sp,23.847 pessoas,1371º,222º,"114,85 hab/km²","3,1 salários mínimos",,52º,9.188 pessoas,"31,2 %","98,2 %",-1,-1,"6,0","5,3","78.890,07 R$",,97º,"61,3 %","111.673,00 R$ (×1000)","107.960,04 R$ (×1000)","6,33 óbitos por mil nascidos vivos",,-1,"0,2 internações por mil habitantes","207,549 km²",-1,-1,"51,5 %","49,8 %","8,8 %"
0,jaru,ro,52.005 pessoas,581º,6º,"17,66 hab/km²","2,0 salários mínimos",,7º,10.714 pessoas,"20,6 %","97,8 %",,-1,"6,1","5,2","25.301,65 R$",,1º,"76,1 %","157.576,18 R$ (×1000)","97.029,98 R$ (×1000)","8,27 óbitos por mil nascidos vivos",-1,-1,"0,5 internações por mil habitantes","2.944,128 km²",3º,-1,"3,3 %","37,3 %","3,7 %"
0,jatai,go,88.006 pessoas,314º,12º,"12,27 hab/km²","2,4 salários mínimos",421º,28º,22.185 pessoas,"22,3 %","97,5 %",,-1,"5,8","5,5","45.964,21 R$",421º,27º,"66,3 %","334.242,82 R$ (×1000)","308.398,15 R$ (×1000)","15,33 óbitos por mil nascidos vivos",2904º,-1,"0,4 internações por mil habitantes","7.174,219 km²",,-1,"70,5 %","87,3 %",21 %
0,jataizinho,pr,11.875 pessoas,2616º,159º,"74,60 hab/km²","2,1 salários mínimos",-1,168º,1.688 pessoas,"13,5 %","97,9 %",,,"5,3",-,"14.780,45 R$",-1,,89 %,"2.822.950,31 R$ (×1000)","25.262,40 R$ (×1000)","30,46 óbitos por mil nascidos vivos",,,"8,2 internações por mil habitantes","159,178 km²",,,88 %,"90,9 %","35,8 %"
0,jatauba,pe,15.819 pessoas,2070º,122º,"23,53 hab/km²","1,5 salários mínimos",-1,154º,1.173 pessoas,"6,9 %","97,6 %",,-1,"3,9","3,4","6.992,84 R$",-1,-1,"92,2 %","41.809,37 R$ (×1000)","38.230,77 R$ (×1000)","16,53 óbitos por mil nascidos vivos",,-1,"1,7 internações por mil habitantes","714,601 km²",-1,-1,"55,9 %","68,4 %","0,8 %"
0,jatei,ms,4.011 pessoas,4657º,76º,"2,08 hab/km²","2,9 salários mínimos",780º,6º,576 pessoas,"14,3 %","95,6 %",-1,-1,"6,0","5,4","67.200,67 R$",780º,141º,"89,8 %","41.245,64 R$ (×1000)","33.967,27 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,"0,2 internações por mil habitantes","1.933,316 km²",,-1,"26,5 %","88,6 %","8,2 %"
0,jati,ce,7.660 pessoas,3459º,171º,"21,21 hab/km²","1,3 salários mínimos",-1,169º,819 pessoas,"10,4 %","98,1 %",,-1,"7,7","4,7","11.532,31 R$",-1,-1,"71,4 %","32.089,96 R$ (×1000)","28.222,36 R$ (×1000)","15,27 óbitos por mil nascidos vivos",,-1,"1,7 internações por mil habitantes","368,359 km²",-1,-1,"17,2 %","93,4 %","12,2 %"
0,jatoba,pe,13.963 pessoas,2319º,132º,"50,25 hab/km²","1,7 salários mínimos",-1,70º,1.402 pessoas,"9,5 %","97,7 %",,-1,"4,8","4,1","8.345,70 R$",-1,-1,"91,4 %","32.461,79 R$ (×1000)","31.402,67 R$ (×1000)","22,42 óbitos por mil nascidos vivos",-1,-1,"0,1 internações por mil habitantes","277,862 km²",,-1,68 %,42 %,"35,3 %"
0,jau,sp,131.040 pessoas,198º,54º,"191,09 hab/km²","2,3 salários mínimos",,280º,43.426 pessoas,"29,2 %","97,8 %",1019º,-1,"6,4","4,8","31.163,28 R$",,,"67,5 %","384.451,36 R$ (×1000)","361.304,59 R$ (×1000)","11,66 óbitos por mil nascidos vivos",-1,-1,"0,7 internações por mil habitantes","687,103 km²",,-1,"98,4 %","96,8 %","25,5 %"
0,jaupaci,go,3.000 pessoas,5061º,207º,"5,69 hab/km²","1,6 salários mínimos",-1,208º,371 pessoas,"12,8 %",100 %,,-1,"6,0","5,9","16.483,68 R$",-1,-1,91 %,"13.593,95 R$ (×1000)","12.233,69 R$ (×1000)","29,41 óbitos por mil nascidos vivos",,-1,4 internações por mil habitantes,"527,103 km²",,-1,"21,8 %","88,4 %",0 %
0,jequie,ba,151.895 pessoas,176º,9º,"47,07 hab/km²","2,0 salários mínimos",-1,81º,26.329 pessoas,"16,9 %","97,4 %",,,"4,4","3,4","15.765,90 R$",-1,2º,"82,6 %","521.761,81 R$ (×1000)","389.276,45 R$ (×1000)","13,51 óbitos por mil nascidos vivos",3079º,-1,"0,8 internações por mil habitantes","2.969,039 km²",-1,,"77,9 %","60,5 %","3,1 %"
0,jequitai,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,jequitiba,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,jequitinhonha,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,jerumenha,pi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,jesuania,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,jesuitas,pr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,jijoca-de-jericoacoara,ce,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,ji,parana,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,joacaba,sc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,joanesia,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,joanopolis,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,joao-dourado,ba,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,joao-lisboa,ma,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,joao-monlevade,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,joao-neiva,es,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,joao-pessoa,pb,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,joao-pinheiro,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,joao-ramalho,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,joaquim-felicio,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,joaquim-gomes,al,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,joaquim-tavora,pr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,joinville,sc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,jose-bonifacio,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,jose-de-freitas,pi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,josenopolis,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,jose-raydan,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,joviania,go,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,juara,mt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,juarez-tavora,pb,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,juatuba,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,juazeirinho,pb,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,juazeiro,ba,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,juazeiro-do-norte,ce,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,jucas,ce,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,juina,mt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,juiz-de-fora,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,julio-de-castilhos,rs,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,junco-do-serido,pb,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,jundiai,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,junqueiropolis,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,juquia,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,juranda,pr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,jurema,pe,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,juru,pb,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,juruaia,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,juruena,mt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,juscimeira,mt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,jussara,ba,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,jussara,go,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,jussara,pr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,jussiape,ba,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,juti,ms,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lagarto,se,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lages,sc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lagoa,pb,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lagoa-da-prata,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lagoa-do-piaui,pi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lagoa-formosa,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lagoa-grande,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lagoa-grande,pe,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lagoa-grande-do-maranhao,ma,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lagoa-santa,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lagoa-seca,pb,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lagoa-vermelha,rs,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lago-da-pedra,ma,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lagoinha,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,laguna,sc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lajeado,rs,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lajeado,to,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lajedo,pe,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lajinha,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lambari,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lapa,pr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lapao,ba,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,laranjal,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,laranjal-paulista,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,laranjeiras-do-sul,pr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lauro-muller,sc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lavras,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lavras-da-mangabeira,ce,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lebon-regis,sc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,leme,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lencois,ba,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,leopoldina,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,leopolis,pr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,liberdade,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lidianopolis,pr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,limeira,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,limoeiro,pe,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,limoeiro-do-norte,ce,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lindoia,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,linhares,es,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,lins,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,livramento,pb,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,livramento-de-nossa-senhora,ba,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
