,cidade,estado,habitantes,ranking_habitantes_pais,ranking_habitantes_estado,densidade_demografica,salario_medio,ranking_salario_pais,ranking_salario_estado,pessoas_ocupadas,porcentagem_ocupada,escolarizacao_6_14,ranking_escolaridade_pais,ranking_escolaridade_estado,anos_inicias_fundamental_publico,anos_inicias_fundamental_particular,pib_per_capta,ranking_pib_pais,ranking_pib_estado,percentual_receita_externa,total_receitas_realizadas,total_receitas_empenhadas,mortalidade_infantil,ranking_mortalidade_pais,ranking_mortalidade_estado,internacoes_diarreia,area_territorial,ranking_area_pais,ranking_area_estado,percentual_esgoto,percentual_arborizacao_publica,percentual_urbanizacao_publica
0,sao-felix-do-araguaia,mt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-fidelis,rj,37.543 pessoas,820º,42º,"36,39 hab/km²","1,7 salários mínimos",,86º,5.472 pessoas,"14,2 %","97,1 %",,-1,"5,2","4,3","17.769,28 R$",,,-,"103.821,36 R$ (×1000)","101.339,74 R$ (×1000)","20,57 óbitos por mil nascidos vivos",,-1,"3,7 internações por mil habitantes","1.034,833 km²",1382º,-1,"75,2 %",87 %,"47,2 %"
0,sao-francisco,mg,53.828 pessoas,552º,61º,"16,27 hab/km²","1,8 salários mínimos",,256º,4.177 pessoas,"7,4 %","97,4 %",,-1,"5,6","4,2","8.713,69 R$",,,"75,1 %","107.274,06 R$ (×1000)","91.432,05 R$ (×1000)","20,31 óbitos por mil nascidos vivos",3263º,-1,"0,4 internações por mil habitantes","3.308,100 km²",-1,-1,17 %,"86,6 %","2,2 %"
0,sao-francisco-de-itabapoana,rj,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-francisco-do-gloria,mg,5.178 pessoas,4195º,599º,"31,46 hab/km²","1,7 salários mínimos",-1,369º,450 pessoas,"9,2 %","96,4 %",,-1,"6,5","4,4","10.495,41 R$",-1,,100 %,"19.776,22 R$ (×1000)","14.718,96 R$ (×1000)",- óbitos por mil nascidos vivos,-1,-1,"0,4 internações por mil habitantes","164,613 km²",-1,-1,"63,1 %","23,3 %","78,5 %"
0,sao-francisco-do-guapore,ro,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-francisco-do-sul,sc,42.520 pessoas,710º,31º,"85,27 hab/km²","3,6 salários mínimos",,2º,12.718 pessoas,"24,6 %","98,5 %",,-1,"5,8","4,0","78.766,76 R$",,98º,"69,9 %","256.943,68 R$ (×1000)","212.928,61 R$ (×1000)","11,41 óbitos por mil nascidos vivos",-1,-1,"0,1 internações por mil habitantes","493,266 km²",4º,-1,"75,6 %","6,8 %",35 %
0,sao-gabriel-da-palha,es,31.859 pessoas,976º,17º,"73,26 hab/km²","1,7 salários mínimos",-1,66º,8.420 pessoas,"22,5 %","96,5 %",976º,-1,"6,3","4,7","15.227,17 R$",-1,-1,"79,3 %","88.086,25 R$ (×1000)","74.501,46 R$ (×1000)","7,32 óbitos por mil nascidos vivos",3007º,-1,"1,3 internações por mil habitantes","434,887 km²",,-1,"69,2 %","70,7 %","56,4 %"
0,sao-gabriel-do-oeste,ms,22.203 pessoas,1483º,22º,"5,75 hab/km²","2,5 salários mínimos",,17º,8.221 pessoas,"31,2 %","98,1 %",-1,-1,"5,9","4,6","54.543,27 R$",,253º,"70,8 %","145.522,30 R$ (×1000)","129.340,51 R$ (×1000)","5,04 óbitos por mil nascidos vivos",-1,-1,"2,6 internações por mil habitantes","3.849,875 km²",-1,-1,"47,9 %",99 %,"11,2 %"
0,sao-geraldo,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-geraldo-da-piedade,mg,4.389 pessoas,4509º,675º,"28,81 hab/km²","1,4 salários mínimos",-1,773º,298 pessoas,"7,4 %","96,9 %",,-1,"6,5","3,9","8.567,92 R$",-1,,"95,1 %","15.654,86 R$ (×1000)","14.952,74 R$ (×1000)",- óbitos por mil nascidos vivos,-1,-1,"0,2 internações por mil habitantes","152,336 km²",-1,-1,"51,1 %","29,3 %","50,6 %"
0,sao-geraldo-do-araguaia,pa,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-goncalo,rj,999.728 pessoas,16º,2º,"4.035,90 hab/km²","2,1 salários mínimos",-1,34º,121.708 pessoas,"11,3 %","96,7 %",,-1,"4,5","3,4","16.408,34 R$",-1,,-,"1.064.524,13 R$ (×1000)","1.051.761,39 R$ (×1000)","12,75 óbitos por mil nascidos vivos",,-1,"0,3 internações por mil habitantes","248,160 km²",,-1,"81,4 %","34,4 %","28,7 %"
0,sao-goncalo-do-amarante,ce,43.890 pessoas,693º,40º,"52,60 hab/km²","3,7 salários mínimos",,1º,13.202 pessoas,"27,2 %","98,1 %",,-1,"6,5","5,6","63.842,84 R$",,161º,"44,6 %","252.306,83 R$ (×1000)","219.614,33 R$ (×1000)","17,97 óbitos por mil nascidos vivos",,-1,"0,4 internações por mil habitantes","842,635 km²",1639º,-1,"26,3 %","54,6 %","1,1 %"
0,sao-goncalo-do-gurgueia,pi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-goncalo-do-para,mg,10.398 pessoas,2926º,335º,"39,13 hab/km²","1,8 salários mínimos",-1,256º,2.522 pessoas,"20,6 %",98 %,-1,-1,"7,1","4,6","19.404,77 R$",-1,,-,"29.284,16 R$ (×1000)","28.812,42 R$ (×1000)",- óbitos por mil nascidos vivos,2926º,-1,-,"265,730 km²",,-1,"73,4 %","92,3 %","26,7 %"
0,sao-goncalo-do-sapucai,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-gotardo,mg,31.819 pessoas,979º,103º,"36,74 hab/km²","2,1 salários mínimos",-1,117º,8.372 pessoas,"23,8 %","96,3 %",979º,-1,"6,4","4,5","21.634,89 R$",-1,-1,"81,5 %","76.324,71 R$ (×1000)","71.900,25 R$ (×1000)","11,61 óbitos por mil nascidos vivos",-1,-1,"0,7 internações por mil habitantes","866,087 km²",1598º,-1,"80,7 %","38,2 %","9,2 %"
0,sao-jeronimo-da-serra,pr,11.337 pessoas,2707º,168º,"13,76 hab/km²","2,2 salários mínimos",-1,113º,995 pessoas,"8,9 %","96,2 %",,113º,"5,0","3,3","18.864,18 R$",-1,,"91,5 %","31.164,05 R$ (×1000)","25.830,96 R$ (×1000)","15,50 óbitos por mil nascidos vivos",,-1,"0,4 internações por mil habitantes","823,774 km²",-1,113º,"12,4 %","93,8 %","9,9 %"
0,sao-joao,pe,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-joao,pr,10.599 pessoas,2871º,183º,"27,31 hab/km²","1,7 salários mínimos",-1,382º,4.307 pessoas,"41,8 %","97,6 %",,,"7,3","5,2","63.700,06 R$",-1,163º,"83,2 %","43.804,52 R$ (×1000)","35.968,62 R$ (×1000)","20,55 óbitos por mil nascidos vivos",,,"1,9 internações por mil habitantes","388,059 km²",-1,,40 %,"77,9 %","13,6 %"
0,sao-joao-batista,sc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-joao-da-baliza,rr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-joao-da-boa-vista,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-joao-del-rei,mg,84.469 pessoas,333º,37º,"57,68 hab/km²","2,5 salários mínimos",,54º,22.648 pessoas,"25,3 %","99,1 %",,-1,"6,6","4,3","22.530,37 R$",,,"68,2 %","217.915,63 R$ (×1000)","200.862,01 R$ (×1000)","13,35 óbitos por mil nascidos vivos",,-1,"0,8 internações por mil habitantes","1.452,002 km²",-1,-1,"85,8 %","35,5 %","20,8 %"
0,sao-joao-de-meriti,rj,458.673 pessoas,43º,8º,"13.024,56 hab/km²","1,9 salários mínimos",-1,54º,60.853 pessoas,"12,9 %","96,6 %",-1,-1,"4,6","3,5","19.968,09 R$",-1,,-,"585.396,75 R$ (×1000)","627.408,81 R$ (×1000)","16,96 óbitos por mil nascidos vivos",-1,-1,"0,3 internações por mil habitantes","35,216 km²",-1,-1,"94,2 %","30,1 %","46,9 %"
0,sao-joao-do-caiua,pr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-joao-do-cariri,pb,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-joao-do-ivai,pr,11.525 pessoas,2669º,165º,"32,62 hab/km²","1,9 salários mínimos",-1,307º,1.621 pessoas,"15,6 %","98,7 %",982º,95º,"5,6","4,4","24.906,20 R$",-1,3º,"88,4 %","37.474,11 R$ (×1000)","29.393,89 R$ (×1000)","34,48 óbitos por mil nascidos vivos",,,"3,4 internações por mil habitantes","353,331 km²",-1,95º,"8,4 %","95,5 %","53,8 %"
0,sao-joao-do-jaguaribe,ce,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-joao-do-paraiso,mg,22.319 pessoas,1471º,159º,"11,59 hab/km²","1,4 salários mínimos",-1,773º,2.381 pessoas,"10,1 %","97,2 %",,-1,"6,9","5,0","8.435,10 R$",-1,,-,"36.929,53 R$ (×1000)","34.198,34 R$ (×1000)","16,46 óbitos por mil nascidos vivos",-1,-1,"0,8 internações por mil habitantes","1.925,575 km²",-1,-1,"18,2 %","76,8 %","2,5 %"
0,sao-joao-do-piaui,pi,19.548 pessoas,1695º,27º,"12,80 hab/km²","1,7 salários mínimos",-1,124º,2.929 pessoas,"14,3 %","98,3 %",974º,-1,"3,8","3,2","10.652,35 R$",-1,5º,"89,5 %","53.644,46 R$ (×1000)","52.610,32 R$ (×1000)","13,33 óbitos por mil nascidos vivos",-1,-1,"2,5 internações por mil habitantes","1.527,773 km²",-1,-1,"8,4 %","63,6 %",3 %
0,sao-joao-do-rio-do-peixe,pb,18.201 pessoas,1812º,38º,"38,36 hab/km²","1,7 salários mínimos",-1,67º,1.448 pessoas,"8,1 %","98,7 %",,-1,"4,6","3,2","9.573,04 R$",-1,,"94,8 %","36.619,13 R$ (×1000)","33.892,39 R$ (×1000)","16,04 óbitos por mil nascidos vivos",,-1,"4,3 internações por mil habitantes","476,238 km²",-1,-1,"32,2 %","99,3 %","6,2 %"
0,sao-joao-dos-patos,ma,24.928 pessoas,1291º,64º,"16,61 hab/km²","2,0 salários mínimos",-1,44º,2.479 pessoas,"9,6 %","97,8 %",909º,,"5,0","4,3","10.343,26 R$",-1,2º,-,"51.987,86 R$ (×1000)","44.045,15 R$ (×1000)","21,79 óbitos por mil nascidos vivos",,-1,"10,5 internações por mil habitantes","1.482,661 km²",-1,,"1,3 %","88,3 %","0,4 %"
0,sao-joao-do-triunfo,pr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-joao-evangelista,mg,15.553 pessoas,2103º,229º,"32,53 hab/km²","1,6 salários mínimos",-1,515º,1.426 pessoas,"9,0 %","96,2 %",-1,-1,"5,9","4,5","10.510,67 R$",-1,,"88,3 %","34.624,43 R$ (×1000)","31.903,51 R$ (×1000)","14,15 óbitos por mil nascidos vivos",,-1,"0,6 internações por mil habitantes","478,183 km²",-1,-1,63 %,"38,2 %","17,9 %"
0,sao-joao-nepomuceno,mg,25.057 pessoas,1282º,136º,"61,50 hab/km²","1,5 salários mínimos",-1,664º,6.364 pessoas,"24,2 %",97 %,,-1,"6,2","3,9","15.595,77 R$",-1,,"83,7 %","59.971,15 R$ (×1000)","50.927,54 R$ (×1000)","13,75 óbitos por mil nascidos vivos",2951º,-1,"0,3 internações por mil habitantes","407,427 km²",,-1,"89,8 %","89,9 %","77,8 %"
0,sao-joaquim,sc,24.812 pessoas,1296º,49º,"13,11 hab/km²","1,9 salários mínimos",,238º,5.273 pessoas,"19,7 %","95,7 %",,-1,"5,2","4,5","32.219,50 R$",,,"81,2 %","62.821,90 R$ (×1000)","52.838,18 R$ (×1000)","27,70 óbitos por mil nascidos vivos",-1,-1,"4,4 internações por mil habitantes","1.888,634 km²",,-1,"73,4 %",16 %,"10,9 %"
0,sao-joaquim-da-barra,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-jorge-do-patrocinio,pr,6.041 pessoas,3916º,265º,"14,93 hab/km²","2,0 salários mínimos",-1,239º,1.259 pessoas,"22,1 %","97,2 %",,-1,"6,2","4,8","19.668,16 R$",-1,-1,"78,2 %","40.343,72 R$ (×1000)","29.544,98 R$ (×1000)","11,36 óbitos por mil nascidos vivos",239º,,"1,3 internações por mil habitantes","404,690 km²",-1,-1,"1,4 %","98,3 %","78,4 %"
0,sao-jose,sc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-jose-da-boa-vista,pr,6.511 pessoas,3775º,252º,"16,29 hab/km²","1,6 salários mínimos",561º,396º,939 pessoas,"15,0 %","99,2 %",-1,,-,"4,9","21.718,69 R$",561º,-1,92 %,"23.499,11 R$ (×1000)","21.752,17 R$ (×1000)","26,67 óbitos por mil nascidos vivos",,-1,"2,1 internações por mil habitantes","399,667 km²",-1,,"46,5 %","64,2 %","17,6 %"
0,sao-jose-da-coroa-grande,pe,18.180 pessoas,1813º,111º,"262,19 hab/km²","1,6 salários mínimos",-1,117º,1.782 pessoas,"8,5 %","95,8 %",-1,-1,"4,2","3,4","11.978,44 R$",-1,-1,"91,2 %","50.301,54 R$ (×1000)","47.248,60 R$ (×1000)","11,90 óbitos por mil nascidos vivos",-1,-1,"0,4 internações por mil habitantes","69,184 km²",-1,-1,"4,3 %","65,5 %","2,1 %"
0,sao-jose-da-safira,mg,4.075 pessoas,4632º,697º,"19,05 hab/km²","1,5 salários mínimos",-1,664º,438 pessoas,"10,3 %","95,5 %",,-1,"6,1","3,7","8.927,95 R$",-1,-1,"94,1 %","20.416,05 R$ (×1000)","16.682,29 R$ (×1000)",- óbitos por mil nascidos vivos,-1,-1,-,"213,881 km²",,-1,"67,5 %","52,3 %","13,2 %"
0,sao-jose-de-piranhas,pb,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-jose-do-alegre,mg,3.996 pessoas,4662º,704º,"45,00 hab/km²","1,9 salários mínimos",,182º,399 pessoas,"9,5 %","99,1 %",,-1,"6,7","5,1","10.113,30 R$",,,"94,2 %","14.623,96 R$ (×1000)","13.188,04 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,"0,2 internações por mil habitantes","88,794 km²",,-1,72 %,"56,3 %","6,1 %"
0,sao-jose-do-belmonte,pe,32.617 pessoas,944º,56º,"22,13 hab/km²","1,7 salários mínimos",-1,70º,2.662 pessoas,"7,9 %","96,2 %",944º,-1,"5,3","4,7","7.592,39 R$",-1,-1,"74,9 %","64.494,90 R$ (×1000)","62.959,80 R$ (×1000)","9,03 óbitos por mil nascidos vivos",,-1,"2,1 internações por mil habitantes","1.474,086 km²",,-1,"33,9 %","88,6 %","4,2 %"
0,sao-jose-do-calcado,es,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-jose-do-cedro,sc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-jose-do-cerrito,sc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-jose-do-egito,pe,31.829 pessoas,978º,58º,"39,84 hab/km²","1,7 salários mínimos",-1,70º,3.019 pessoas,"8,9 %","98,9 %",978º,-1,"5,8","5,0","10.766,20 R$",-1,3º,"88,3 %","73.405,26 R$ (×1000)","72.014,15 R$ (×1000)","6,54 óbitos por mil nascidos vivos",-1,-1,"0,4 internações por mil habitantes","794,144 km²",-1,-1,"63,2 %",86 %,"2,3 %"
0,sao-jose-do-goiabal,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-jose-do-jacuri,mg,6.553 pessoas,3761º,498º,"18,99 hab/km²","1,5 salários mínimos",-1,664º,560 pessoas,"8,6 %","95,8 %",-1,-1,"6,4","4,1","9.759,43 R$",-1,-1,"86,2 %","19.054,51 R$ (×1000)","16.384,60 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,"0,2 internações por mil habitantes","345,146 km²",-1,-1,"35,9 %","11,2 %","54,2 %"
0,sao-jose-do-norte,rs,25.503 pessoas,1254º,79º,"22,81 hab/km²","2,8 salários mínimos",-1,50º,3.390 pessoas,"12,4 %","96,6 %",,-1,"5,2","3,7","12.416,92 R$",-1,-1,"77,6 %","76.082,12 R$ (×1000)","66.830,99 R$ (×1000)","10,24 óbitos por mil nascidos vivos",,-1,"0,1 internações por mil habitantes","1.071,824 km²",1353º,-1,"74,3 %","20,2 %",9 %
0,sao-jose-do-ouro,rs,6.904 pessoas,3659º,208º,"20,62 hab/km²","2,1 salários mínimos",,356º,1.774 pessoas,"25,5 %",100 %,,-1,"5,6","5,3","41.978,25 R$",,1º,"89,4 %","24.464,91 R$ (×1000)","21.289,71 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,"7,9 internações por mil habitantes","335,287 km²",4º,-1,"76,7 %","57,8 %","42,5 %"
0,sao-jose-do-rio-claro,mt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-jose-do-rio-pardo,sp,51.900 pessoas,582º,120º,"123,81 hab/km²","2,3 salários mínimos",,280º,16.286 pessoas,"29,7 %","97,6 %",1019º,3º,"6,7","5,0","31.557,36 R$",,-1,"63,9 %","179.275,77 R$ (×1000)","162.631,65 R$ (×1000)","5,67 óbitos por mil nascidos vivos",-1,-1,"0,4 internações por mil habitantes","419,684 km²",-1,3º,"90,8 %","95,5 %","61,2 %"
0,sao-jose-do-rio-preto,sp,408.258 pessoas,52º,12º,"945,12 hab/km²","2,8 salários mínimos",756º,97º,166.958 pessoas,"36,6 %",98 %,-1,-1,"6,9","5,2","36.599,83 R$",756º,,"43,9 %","1.635.000,40 R$ (×1000)","1.485.089,02 R$ (×1000)","8,42 óbitos por mil nascidos vivos",-1,-1,"0,4 internações por mil habitantes","431,944 km²",,-1,"95,8 %","96,5 %","26,2 %"
0,sao-jose-dos-ausentes,rs,3.290 pessoas,4960º,345º,"2,80 hab/km²","2,1 salários mínimos",-1,356º,591 pessoas,"16,8 %","98,5 %",-1,,"5,5","3,9","23.512,21 R$",-1,-1,"80,2 %","21.706,34 R$ (×1000)","17.801,15 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,-,"1.173,907 km²",1249º,,"49,7 %","81,9 %","7,4 %"
0,sao-jose-dos-campos,sp,629.921 pessoas,28º,7º,"572,96 hab/km²","3,7 salários mínimos",,14º,214.943 pessoas,"30,1 %","97,4 %",,-1,"6,9","5,4","56.638,69 R$",,227º,54 %,"2.855.786,78 R$ (×1000)","2.439.456,95 R$ (×1000)","9,34 óbitos por mil nascidos vivos",3079º,-1,"0,2 internações por mil habitantes","1.099,409 km²",1320º,-1,"94,3 %","94,7 %","66,4 %"
0,sao-jose-dos-cordeiros,pb,3.985 pessoas,4665º,176º,"9,54 hab/km²","1,5 salários mínimos",,166º,274 pessoas,"7,4 %","98,5 %",,-1,"5,1","3,1","7.712,88 R$",,-1,"95,9 %","12.529,63 R$ (×1000)","12.214,40 R$ (×1000)","46,51 óbitos por mil nascidos vivos",2963º,-1,"0,3 internações por mil habitantes","376,661 km²",-1,-1,51 %,"97,6 %",0 %
0,sao-jose-dos-pinhais,pr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-jose-do-vale-do-rio-preto,rj,20.251 pessoas,1622º,64º,"91,87 hab/km²","1,8 salários mínimos",-1,67º,3.853 pessoas,"17,8 %","98,4 %",-1,-1,-,-,"20.730,56 R$",-1,,"88,3 %","66.871,50 R$ (×1000)","60.327,99 R$ (×1000)","3,65 óbitos por mil nascidos vivos",3263º,-1,-,"220,178 km²",-1,-1,"40,3 %","67,4 %","3,2 %"
0,sao-jose-do-xingu,mt,5.240 pessoas,4170º,101º,"0,70 hab/km²","2,6 salários mínimos",475º,22º,647 pessoas,"11,6 %","93,7 %",-1,5º,"5,6","4,3","44.052,92 R$",475º,2º,"88,9 %","31.487,32 R$ (×1000)","25.848,11 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,"0,9 internações por mil habitantes","7.459,645 km²",-1,5º,"3,9 %","37,3 %","0,9 %"
0,sao-leopoldo,rs,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-lourenco,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-lourenco-do-oeste,sc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-ludgero,sc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-luis,ma,1.014.837 pessoas,15º,1º,"1.215,69 hab/km²","3,2 salários mínimos",-1,2º,369.816 pessoas,"33,8 %","96,8 %",-1,-1,"4,7","4,1","27.226,41 R$",-1,6º,"59,3 %","2.818.008,83 R$ (×1000)","2.532.501,28 R$ (×1000)","17,36 óbitos por mil nascidos vivos",-1,-1,"0,4 internações por mil habitantes","582,974 km²",,-1,"65,4 %","32,3 %","11,7 %"
0,sao-luis-de-montes-belos,go,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-luis-do-curu,ce,12.332 pessoas,2550º,146º,"100,74 hab/km²","1,5 salários mínimos",,119º,559 pessoas,"4,3 %","95,4 %",-1,-1,"4,8","4,0","7.478,05 R$",,,"96,2 %","29.335,09 R$ (×1000)","24.687,03 R$ (×1000)","12,66 óbitos por mil nascidos vivos",,-1,"0,9 internações por mil habitantes","122,865 km²",,-1,"4,3 %","90,2 %","11,7 %"
0,sao-luiz,rr,6.750 pessoas,3702º,15º,"4,42 hab/km²","1,4 salários mínimos",-1,14º,622 pessoas,"7,9 %",92 %,975º,-1,"4,2","3,7","15.710,68 R$",-1,,-,"17.553,68 R$ (×1000)","11.158,95 R$ (×1000)","9,43 óbitos por mil nascidos vivos",2927º,-1,"2,5 internações por mil habitantes","1.526,898 km²",-1,-1,42 %,-,17 %
0,sao-luiz-do-norte,go,4.617 pessoas,4406º,155º,"7,88 hab/km²","1,8 salários mínimos",-1,150º,614 pessoas,"12,0 %","98,7 %",982º,-1,"6,3","4,9","21.405,70 R$",-1,-1,"86,6 %","22.697,28 R$ (×1000)","18.298,08 R$ (×1000)",- óbitos por mil nascidos vivos,3263º,-1,"0,8 internações por mil habitantes","586,057 km²",-1,-1,"14,6 %","50,6 %","1,7 %"
0,sao-luiz-do-paraitinga,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-luiz-gonzaga,rs,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-mamede,pb,7.748 pessoas,3444º,98º,"14,60 hab/km²","1,7 salários mínimos",-1,67º,699 pessoas,"9,0 %",99 %,,-1,"5,6","4,0","8.970,49 R$",-1,-1,"93,8 %","19.001,67 R$ (×1000)","18.524,89 R$ (×1000)","10,64 óbitos por mil nascidos vivos",2964º,-1,"4,1 internações por mil habitantes","533,446 km²",,-1,"72,8 %","94,8 %","0,2 %"
0,sao-manoel-do-parana,pr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,sao-manuel,sp,38.342 pessoas,797º,161º,"58,92 hab/km²","2,7 salários mínimos",,124º,8.619 pessoas,"21,1 %","97,3 %",,-1,"6,4","4,4","27.148,20 R$",,-1,"70,4 %","130.714,72 R$ (×1000)","114.240,66 R$ (×1000)","9,54 óbitos por mil nascidos vivos",3221º,-1,"0,1 internações por mil habitantes","650,734 km²",,-1,98 %,"89,1 %","15,9 %"
0,sao-marcos,rs,20.103 pessoas,1637º,100º,"78,45 hab/km²","2,5 salários mínimos",,109º,8.394 pessoas,"39,1 %","98,4 %",,-1,"6,6","5,7","33.071,06 R$",,-1,"68,5 %","78.979,19 R$ (×1000)","57.990,24 R$ (×1000)","4,65 óbitos por mil nascidos vivos",,-1,"0,5 internações por mil habitantes","256,355 km²",-1,-1,"91,8 %","72,9 %","75,4 %"
0,sao-martinho,sc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
